name	ID	manual	auto	checked	blacklisted
mesonephric collecting duct development	GO_0061211	0	1	1	0
mesonephric capsule specification	GO_0061288	0	1	1	0
mesonephric capsule morphogenesis	GO_0061286	0	1	1	0
mesonephric capsule formation	GO_0061287	0	1	1	0
mesonephric capsule development	GO_0061285	0	1	1	0
mesonephric S-shaped body morphogenesis	GO_0061244	0	1	1	0
mesenchymal to epithelial transition involved in renal vesicle formation	GO_0072036	0	1	1	0
mesenchymal to epithelial transition involved in metanephros morphogenesis	GO_0003337	0	1	1	0
mesenchymal to epithelial transition involved in metanephric renal vesicle formation	GO_0072285	0	1	1	0
mesenchymal to epithelial transition involved in mesonephros morphogenesis	GO_0061261	0	1	1	0
mesenchymal to epithelial transition involved in mesonephric renal vesicle formation	GO_0061271	0	1	1	0
mesenchymal stem cell migration involved in uteric bud morphogenesis	GO_0061456	0	1	1	0
mesenchymal stem cell maintenance involved in nephron morphogenesis	GO_0072038	0	1	1	0
mesenchymal stem cell maintenance involved in mesonephric nephron morphogenesis	GO_0061235	0	1	1	0
mesenchymal stem cell differentiation involved in nephron morphogenesis	GO_0072037	0	1	1	0
mesenchymal stem cell differentiation involved in mesonephric nephron morphogenesis	GO_0061239	0	1	1	0
mesenchymal cell proliferation involved in ureteric bud development	GO_0072138	0	1	1	0
mesenchymal cell apoptotic process involved in nephron morphogenesis	GO_1901145	0	1	1	0
mesenchymal cell apoptotic process involved in metanephros development	GO_1900200	0	1	1	0
mesenchymal cell apoptotic process involved in metanephric nephron morphogenesis	GO_1901147	0	1	1	0
mesenchymal cell apoptotic process involved in mesonephric nephron morphogenesis	GO_1901146	0	1	1	0
mesangial cell fate commitment	GO_0072151	0	1	1	0
mesangial cell differentiation	GO_0072007	0	1	1	0
mesangial cell development	GO_0072143	0	1	1	0
macula densa development	GO_0072024	0	1	1	0
long nephron development	GO_0072029	0	1	1	0
long descending thin limb development	GO_0072064	0	1	1	0
long descending thin limb bend development	GO_0072065	0	1	1	0
lateral sprouting involved in ureteric bud morphogenesis	GO_0060680	0	1	1	0
late distal convoluted tubule development	GO_0072068	0	1	1	0
inner stripe development	GO_0072057	0	1	1	0
glomus development	GO_0072013	0	1	1	0
glomerulus vasculature morphogenesis	GO_0072103	0	1	1	0
glomerulus vasculature development	GO_0072012	0	1	1	0
glomerular visceral epithelial cell fate commitment	GO_0072149	0	1	1	0
glomerular visceral epithelial cell differentiation	GO_0072112	0	1	1	0
glomerular visceral epithelial cell development	GO_0072015	0	1	1	0
glomerular parietal epithelial cell fate commitment	GO_0072147	0	1	1	0
glomerular parietal epithelial cell differentiation	GO_0072139	0	1	1	0
glomerular parietal epithelial cell development	GO_0072016	0	1	1	0
glomerular epithelium development	GO_0072010	0	1	1	0
glomerular epithelial cell fate commitment	GO_0072314	0	1	1	0
glomerular epithelial cell differentiation	GO_0072311	0	1	1	0
glomerular epithelial cell development	GO_0072310	0	1	1	0
glomerular endothelium development	GO_0072011	0	1	1	0
glomerular capillary formation	GO_0072104	0	1	1	0
glial cell-derived neurotrophic factor receptor signaling pathway involved in ureteric bud formation	GO_2000701	0	1	1	0
fibroblast growth factor receptor signaling pathway involved in ureteric bud formation	GO_2000699	0	1	1	0
establishment of planar polarity involved in nephron morphogenesis	GO_0072046	0	1	1	0
establishment of planar polarity involved in mesonephric nephron morphogenesis	GO_0061238	0	1	1	0
epithelial cell migration involved in proximal tubule morphogenesis	GO_0072159	0	1	1	0
epithelial cell migration involved in nephron tubule morphogenesis	GO_0072155	0	1	1	0
epithelial cell migration involved in metanephric proximal tubule morphogenesis	GO_0072292	0	1	1	0
epithelial cell migration involved in metanephric nephron tubule morphogenesis	GO_0072290	0	1	1	0
epithelial cell migration involved in metanephric distal tubule morphogenesis	GO_0072291	0	1	1	0
epithelial cell migration involved in mesonephric proximal tubule morphogenesis	GO_0061280	0	1	1	0
epithelial cell migration involved in mesonephric nephron tubule morphogenesis	GO_0061278	0	1	1	0
epithelial cell migration involved in mesonephric distal tubule morphogenesis	GO_0061279	0	1	1	0
epithelial cell migration involved in distal tubule morphogenesis	GO_0072157	0	1	1	0
epithelial cell differentiation involved in kidney development	GO_0035850	0	1	1	0
early distal convoluted tubule development	GO_0072067	0	1	1	0
distal tubule morphogenesis	GO_0072156	0	1	1	0
distal tubule development	GO_0072017	0	1	1	0
distal convoluted tubule development	GO_0072025	0	1	1	0
dichotomous subdivision of terminal units involved in ureteric bud branching	GO_0060678	0	1	1	0
descending thin limb development	GO_0072022	0	1	1	0
cortical collecting duct development	GO_0072059	0	1	1	0
convergent extension involved in nephron morphogenesis	GO_0072045	0	1	1	0
convergent extension involved in mesonephric nephron morphogenesis	GO_0061237	0	1	1	0
connecting tubule development	GO_0072027	0	1	1	0
comma-shaped body morphogenesis	GO_0072049	0	1	1	0
collecting duct development	GO_0072044	0	1	1	0
cell-cell signaling involved in pronephros development	GO_0039016	0	1	1	0
cell-cell signaling involved in metanephros development	GO_0072204	0	1	1	0
cell-cell signaling involved in mesonephros development	GO_0061210	0	1	1	0
cell proliferation involved in pronephros development	GO_0039015	0	1	1	0
cell proliferation involved in metanephros development	GO_0072203	0	1	1	0
cell proliferation involved in mesonephros development	GO_0061209	0	1	1	0
cell migration involved in metanephros development	GO_0035788	0	1	1	0
cell differentiation involved in pronephros development	GO_0039014	0	1	1	0
cell differentiation involved in metanephros development	GO_0072202	0	1	1	0
cell differentiation involved in mesonephros development	GO_0061208	0	1	1	0
canonical Wnt signaling pathway involved in ureteric bud branching	GO_0061291	0	1	1	0
canonical Wnt signaling pathway involved in metanephric kidney development	GO_0061290	0	1	1	0
canonical Wnt signaling pathway involved in mesonephros development	GO_0061292	0	1	1	0
canonical Wnt signaling pathway involved in mesonephric nephron development	GO_0061293	0	1	1	0
branching involved in ureteric bud morphogenesis	GO_0001658	0	1	1	0
branch elongation involved in ureteric bud branching	GO_0060681	0	1	1	0
ascending thin limb development	GO_0072021	0	1	1	0
apoptotic process involved in metanephric nephron tubule development	GO_1900205	0	1	1	0
apoptotic process involved in metanephric collecting duct development	GO_1900204	0	1	1	0
anterior/posterior pattern specification involved in ureteric bud development	GO_0072099	0	1	1	0
anterior/posterior pattern specification involved in pronephros development	GO_0034672	0	1	1	0
anterior mesonephric tubule development	GO_0072165	0	1	1	0
Wnt signaling pathway involved in kidney development	GO_0061289	0	1	1	0
S-shaped body morphogenesis	GO_0072050	0	1	1	0
Malpighian tubule bud morphogenesis	GO_0061332	0	1	1	0
DCT cell fate commitment	GO_0072146	0	1	1	0
DCT cell differentiation	GO_0072069	0	1	1	0
DCT cell development	GO_0072140	0	1	1	0
BMP signaling pathway involved in nephric duct formation	GO_0071893	0	1	1	0
