Roche CV term	Key Class name	Key Class ID	OWL class expression (names)	OWL class expression (IDs)	Notes
muscle cell	muscle cell	CL_0000187	has_participant some 'muscle cell'	RO_0000057 some CL_0000187	base assumption of has_participant - may not be sufficient
